Identifiant,NomGroupePlat,NumPlat,Aliment,NomFamPlat,TextRecette,Viande,Poisson,Ig(bas:55 ou moins; moyen: 56-60 élevé: >ou=70),MacroN,Végé,sansGluten,cétogène,DurPrep,SaisDeb,SaisFin,NumIng1,QteIng1,UniteIng1,NumIng2,QteIng2,UniteIng2,NumIng3,QteIng3,UniteIng3,NumIng4,QteIng4,UniteIng4,NumIng5,QteIng5,UniteIng5,NumIng6,QteIng6,UniteIng6,NumIng7,QteIng7,UniteIng7,NumIng8,QteIng8,UniteIng8,NumIng9,QteIng9,UniteIng9,NumIng10,QteIng10,UniteIng10,NumIng11,QteIng11,UniteIng11,NumIng12,QteIng12,UniteIng12,NumIng13,QteIng13,UniteIng13,NumIng14,QteIng14,UniteIng14,NumIng15,QteIng15,UniteIng15,NumIng16,QteIng16,UniteIng16,NumIng17,QteIng17,UniteIng17,NumIng18,QteIng18,UniteIng18,NumIng19,QteIng19,UniteIng19,NumIng20,QteIng20,UniteIng20,Prix,Diff,Medi,Sanssel,Porc
432,Féculents,94,Féculents,Tagliatelles aux crevettes et à la crème d'Ail,"Faites cuire les tagliatelles selon les instructions du paquet (généralement 8-10min). Égouttez et réservez. Épluchez et hachez finement l'ail.
Dans une poêle, faites chauffer l'huile d'olive à feu moyen. Ajoutez l'ail haché et faites-le revenir environ 2min.
Ajoutez les crevettes dans la poêle et faites-les cuire environ 3-4min.
Versez la crème fraîche dans la poêle, mélangez bien et laissez mijoter pendant 2-3min. Assaisonnez avec du sel et du poivre selon votre goût. Ajoutez les tagliatelles cuites dans la poêle avec la sauce aux crevettes et mélangez bien.
Laissez chauffer pendant encore 2 min.
Parsemez de persil frais haché et, si désiré, de parmesan râpé avant de servir",non,oui,moyen,P-L-G,non,non,non,25,janvier,décembre,9810,80,g,10021,150,g,19430,100,ml,12120,10,g,17270,15,ml,11023,5,g,11014,2,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
433,Féculents,95,Féculents,Penne au Pesto,"Portez à ébullition une grande casserole d'eau salée. Ajoutez les pâtes et faites-les cuire selon les instructions du paquet (généralement 10-12min) jusqu'à ce qu'elles soient al dente. Égouttez les pâtes en réservant une petite tasse d'eau de cuisson.Dans un grand bol, mélangez le pesto avec un peu d'eau de cuisson des pâtes pour obtenir une consistance crémeuse. Ajoutez les pâtes égouttées au bol et mélangez bien.Ajoutez un filet d'huile d'olive pour plus de saveur et de brillance. Assaisonnez avec du sel et du poivre selon votre goût. Parsemez de parmesan râpé . Garnissez avec quelques feuilles de basilic frais pour une touche de couleur et de fraîcheur",non,non,moyen,L-G,non,non,non,25,janvier,décembre,9870,100,g,11179,100,g,12120,10,g,17270,15,ml,11033,5,g,11023,5,g,11014,2,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
434,Féculents,96,Féculents,Lasagnes à la béchamel faite maison,"Préchauffez votre four à 180°C (350°F). Dans une poêle, faites chauffer l'huile d'olive à feu moyen. Ajoutez l'oignon, l'ail , puis faites-les revenir pendant quelques minutes jusqu'à ce qu'ils soient tendres. Ajoutez la viande hachée dans la poêle et faites-la cuire jusqu'à ce qu'elle soit bien dorée. Assaisonnez avec du sel, du poivre et du basilic séché selon votre goût. Ajoutez le concentré de tomate  et laissez mijoter pendant environ 10min. Pendant ce temps, préparez la béchamel. Dans une petite casserole, faites chauffer l'huile d'olive à feu moyen. Ajoutez la farine et remuez pour former un roux. Versez lentement le lait tout en remuant constamment pour éviter les grumeaux. Laissez mijoter la béchamel pendant quelques minutes jusqu'à ce qu'elle épaississe. Assaisonnez avec du sel, du poivre selon votre goût. Dans un plat à gratin, étalez une fine couche de sauce à la viande. Disposez une feuille de lasagne par-dessus, puis une couche de béchamel. Répétez cette opération jusqu'à ce que tous les ingrédients soient utilisés, en terminant par une couche de béchamel sur le dessus. Assurez-vous que la dernière couche de béchamel recouvre complètement les feuilles de lasagnes. Saupoudrez le fromage râpé sur le dessus des lasagnes. Enfournez les lasagnes et laissez-les cuire pendant environ 25-30min. Une fois cuites, sortez les lasagnes du four et laissez-les reposer pendant quelques minutes avant de servir.",oui,non,moyen,P-L-G,non,non,non,45,janvier,décembre,9810,75,g,6254,100,g,17270,30,ml,19041,150,ml,12120,10,g,9480,15,g,20068,150,g,20034,30,g,11023,5,g,11033,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
435,Féculents,97,Féculents,Penne à la carbonara,"Portez à ébullition une grande casserole d'eau salée.Ajoutez les penne et faites cuire selon les instructions du paquet (généralement 10-12min). Réservez environ 60 ml (1/4 tasse) d'eau de cuisson des pâtes avant de les égoutter. Pendant que les pâtes cuisent, faites chauffer l'huile d'olive dans une poêle à feu moyen. Ajoutez les lardons et faites-les revenir jusqu'à ce qu'ils soient croustillants, environ 4-5min. Ajoutez l'ail dans la poêle et faites-le revenir pendant 1min supplémentaire, puis retirez-le. Dans un bol, battez l'œuf avec la moitié du parmesan râpé et une bonne pincée de poivre noir. Ajoutez les pâtes cuites et égouttées à la poêle avec les lardons et mélangez bien. Retirez la poêle du feu et attendez quelques secondes pour qu'elle ne soit pas trop chaude. Versez le mélange œuf et parmesan sur les pâtes et mélangez rapidement pour créer une sauce crémeuse. Si la sauce est trop épaisse, ajoutez un peu de l'eau de cuisson des pâtes réservée pour l'ajuster. Goûtez et ajustez l'assaisonnement avec du sel et du poivre si nécessaire. Servez immédiatement avec le reste du parmesan râpé par-dessus et un peu de poivre noir fraîchement moulu.",oui,non,moyen,P-L-G,non,non,non,25,janvier,décembre,9870,100,g,28501,50,g,22000,1,oeuf,17270,15,ml,12120,30,g,11023,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
436,Féculents,98,Féculents,Tagliatelles au Saumon Fumé et Citron,"Portez à ébullition une grande casserole d'eau salée. Ajoutez les tagliatelles et faites-les cuire selon les instructions du paquet (environ 8-10 minutes). Réservez environ 1/4 tasse (60 ml) d'eau de cuisson des pâtes avant de les égoutter.Pendant que les tagliatelles cuisent, faites chauffer l'huile d'olive dans une grande poêle à feu moyen. Ajoutez l'échalote finement hachée et faites-la revenir jusqu'à ce qu'elle soit tendre et translucide,environ 3-4min. Coupez le saumon fumé en lanières. Ajoutez-le à la poêle avec l'échalote et faites-le chauffer doucement pendant environ 1-2min. Ajoutez la crème fraîche à la poêle et mélangez bien. Ajoutez le jus de la moitié du citron et le zeste, puis mélangez à nouveau. Assaisonnez avec du sel et du poivre noir fraîchement moulu selon votre goût. Ajoutez les tagliatelles cuites à la poêle avec la sauce au saumon et citron.
Mélangez bien. Servez immédiatement",non,oui,moyen,P-L-G,non,non,non,25,janvier,décembre,9810,70,g,26037,75,g,17270,30,ml,19430,20,ml,20097,10,g,13125,3,g,2030,15,ml,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
437,Féculents,99,Féculents,Pâtes complètes aux Epinards et Feta,"Faites cuire les pâtes complètes dans une casserole d'eau bouillante salée selon les instructions sur l'emballage(12-15min). Réservez une petite quantité d'eau de cuisson des pâtes avant de les égoutter. Pendant ce temps, lavez et égouttez les épinards frais. Coupez grossièrement les feuilles si elles sont grandes. Dans une poêle, faites chauffer l'huile d'olive à feu moyen. Ajoutez l'ail haché et faites-le revenir pendant 1min jusqu'à ce qu'il soit légèrement doré et parfumé. Ajoutez les épinards dans la poêle et faites-les cuire pendant environ 2-3min, en remuant , jusqu'à ce qu'ils soient légèrement flétris. Émiettez la feta sur les épinards cuits et mélangez doucement pour la faire fondre légèrement. Ajoutez les pâtes cuites dans la poêle avec les épinards et la feta. Mélangez bien pour enrober les pâtes du mélange épinards-feta. Si nécessaire, ajoutez un peu d'eau de cuisson des pâtes réservée pour ajuster la consistance. Assaisonnez avec du sel et du poivre selon votre goût. Servez les pâtes chaudes dans une assiette et garnissez éventuellement de quelques morceaux de feta supplémentaires et d'un filet d'huile d'olive",non,non,moyen,L-G,non,non,non,25,avril,décembre,9870,80,g,20059,50,g,12061,50,g,17270,15,ml,11023,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
438,Féculents,100,Féculents,Pâtes au Pistou,"Faites cuire les pâtes dans une grande casserole d'eau bouillante salée selon les instructions sur l'emballag. Égouttez-les une fois cuites, en réservant une petite quantité d'eau de cuisson. Lavez et séchez le basilic. Dans un mixeur ou un mortier, combinez les feuilles de basilic, la gousse d'ail pelée, le parmesan râpé, les pignons de pin et l'huile d'olive. Mixez ou écrasez jusqu'à obtenir une texture lisse et homogène. Assaisonnez avec du sel et du poivre selon votre goût.
Une fois les pâtes cuites et égouttées, ajoutez le pistou dans la casserole avec les pâtes chaudes. Ajoutez un peu d'eau de cuisson réservée si nécessaire pour ajuster la consistance du pistou. Mélangez délicatement les pâtes avec le pistou. Servez les pâtes au pistou dans une assiette, garnies éventuellement de feuilles de basilic frais et de quelques pignons de pin supplémentaires.",non,non,moyen,P-L-G,non,non,non,15,janvier,décembre,9810,80,g,15025,20,g,12120,20,g,17270,30,ml,11033,20,g,11023,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
439,Féculents,101,Féculents,Pâtes à la Puttanesca,"Faites cuire les spaghetti dans une grande casserole d'eau bouillante salée selon les instructions sur l'emballage. Égouttez-les une fois cuits, en réservant une petite quantité d'eau de cuisson. Pendant ce temps, dans une grande poêle, chauffez l'huile d'olive à feu moyen. Ajoutez les filets d'anchois hachés et l'ail émincé, puis faites-les revenir pendant environ 1 à 2min, en remuant souvent. Ajoutez les olives hachées et les câpres dans la poêle. Faites-les revenir pendant environ 1min, en remuant de temps en temps. Versez le conentré de tomate dans la poêle avec les autres ingrédients. Assaisonnez avec du sel et du poivre selon votre goût. Laissez mijoter la sauce pendant environ 5 à 7min, en remuant occasionnellement. Ajoutez les spaghetti cuits dans la poêle avec la sauce puttanesca. Mélangez bien pour les enrober de sauce. Si nécessaire, ajoutez un peu d'eau de cuisson des pâtes réservée pour ajuster la consistance de la sauce. Mélangez délicatement les spaghetti avec la sauce puttanesca et laissez mijoter pendant 1 à 2min pour permettre aux saveurs de se mélanger. Servez les spaghetti à la puttanesca dans une assiette, garnis de quelques feuilles de basilic frais",non,oui,moyen,P-L-G,non,non,non,25,janvier,décembre,9810,80,g,26000,6,g,17270,30,ml,13186,30,g,20068,200,g,11040,10,g,11023,5,g,11033,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
440,Féculents,102,Féculents,Penne aux Fruits de Mer,"Faites cuire les Pennes dans une grande casserole d'eau bouillante salée selon les instructions. Égouttez-les une fois cuites, en réservant une petite quantité d'eau de cuisson. 
Pendant ce temps, dans une grande poêle, faites chauffer l'huile d'olive à feu moyen. Ajoutez l'ail émincé et  faites revenir pendant environ 1min. Ajoutez les fruits de mer  dans la poêle et faites-les sauter pendant environ 2-3min. Versez le vin blanc dans la poêle et laissez-le mijoter pendant environ 2min pour réduire légèrement. Ajoutez le concentré de tomate. Assaisonnez avec du sel et du poivre selon votre goût. Laissez mijoter la sauce pendant environ 5-7min, en remuant de temps en temps. Ajoutez les pennes cuites dans la poêle avec la sauce aux fruits de mer. Mélangez bien. Si nécessaire, ajoutez un peu d'eau de cuisson des pâtes réservée pour ajuster la consistance de la sauce. Mélangez délicatement les pâtes avec la sauce aux fruits de mer et laissez mijoter pendant 1-2min pour permettre aux saveurs de se mélanger. Servez les pennes aux fruits de mer dans une assiette, garnies de quelques brins de persil frais.",non,oui,moyen,P-G,non,non,non,35,janvier,décembre,9870,80,g,10021,100,g,17270,10,ml,5215,100,ml,20068,200,g,11023,5,g,11014,2,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
441,Féculents,103,Féculents,Pasta à la Norma,"Coupez l'aubergine en dés. Dans une poêle, faites chauffer une cuillère à soupe d'huile d'olive à feu moyen. Ajoutez les dés d'aubergine et faites-les cuire pendant environ 8-10min, en remuant de temps en temps. Retirez-les de la poêle et réservez. Dans la même poêle, ajoutez une autre cuillère à soupe d'huile d'olive. Ajoutez l'ail émincé et faites-le revenir pendant environ 1min. Ajoutez le concentré de tomate  dans la poêle avec l'ail. Assaisonnez avec du sel et du poivre selon votre goût. Laissez mijoter la sauce pendant environ 10min, en remuant de temps en temps. Pendant ce temps, faites cuire les pâtes dans une casserole d'eau bouillante salée selon les instructions sur l'emballage. Égouttez les pâtes une fois cuites, en réservant une petite quantité d'eau de cuisson. Ajoutez les dés d'aubergine cuits à la sauce tomate dans la poêle. Mélangez bien. Ajoutez les pâtes cuites dans la poêle avec la sauce aux aubergines. Ajoutez un peu d'eau de cuisson des pâtes réservée si nécessaire.  Mélangez délicatement les pâtes avec la sauce aux aubergines et laissez mijoter pendant 1-2min pour permettre aux saveurs de se mélanger. Servez les pâtes garnies de fromage ricotta râpé et de feuilles de basilic frais.",non,non,moyen,L-G,non,non,non,35,mai,octobre,9870,80,g,20053,150,g,19585,30,g,17270,30,ml,20068,200,g,11023,5,g,11033,5,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
442,Féculents,104,Féculents,Tagliatelles aux artichauts et olives,"Faites cuire les tagliatelles dans une casserole d'eau bouillante salée jusqu'à ce qu'elles soient al dente suivant les instructions. Égouttez-les. Dans une poêle, chauffez l'huile d'olive à feu moyen. Ajoutez l'ail émincé et faites-le revenir jusqu'à ce qu'il soit doré. Ajoutez les cœurs d'artichauts et les olives dans la poêle. Faites-les sauter pendant environ 5min. Ajoutez les tagliatelles cuites et mélangez pour enrober les pâtes de la sauce.
Assaisonnez avec du sel et du poivre.
Servez avec des feuilles de persil frais.",non,non,moyen,P-L-G,non,non,non,20,mai,septembre,9810,80,g,20155,200,g,17270,30,ml,13186,30,g,11023,5,g,11014,2,g,11015,1,pincée,11017,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
443,Féculents,105,Féculents,Pâtes sauce aux petits poids,"Dans une casserole, faite bouillir de l'eau salée puis faire cuire les pâtes complètes suvant les indications.
Pendant ce temps, égouter les petits pois, éplucher et couper finement un demi oignon et mixer le tout avec la crème, le sel, le poivre et l'ail en poudre. Ajuster la consistance de la crème de petits pois avec de l'eau de cuisson des pâtes.
Une fois les pâtes cuites, égoutter-les et mélanger les avec la sauce et du parmesan et du poivre.",non,non,moyen,P-L-G,non,non,non,15,janvier,décembre,9870,60,g,20036,80,g,20034,40,g,19430,10,g,12120,20,g,11023,5,g,11017,1,g,11015,1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
444,Féculents,106,Féculents,pâtes et petits pois,"Dans une casserole, faite bouillir de l'eau salée puis faire cuire les pâtes complètes suvant les indications.
Pendant ce temps, égouter les petits pois et couper en dés la tranche de jambon (si vous utilis des dés/alumettes de jambons, faites les griller dans une poêle légèrement huilée).
Une fois les pâtes cuites, égoutter-les et mélanger les petits pois, les dés de jambon, la crème et le parmesan puis poivrer.",oui,non,moyen,P-L-G,non,non,non,15,janvier,décembre,9870,60,g,20036,80,g,28900,20,g,19436,30,g,12120,20,g,11023,5,g,11015,1,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,oui
445,Féculents,107,Féculents,"Pâtes, épinards et champignons","Cuire les pâtes dans de l’eau salée jusqu’à ce qu’elles soient al dente, selon les instructions sur l’emballage.
Pendant ce temps, couper en morceau le blanc de poulet, faites chauffer 1 cuillère à soupe d’huile d’olive dans une grande poêle. Ajouter les morceaux de blanc de poulet et faire revenir environ 5 minutes jusqu’à ce qu’ils soient dorés. Ajouter l’ail haché et cuire environ 30 secondes de plus. Déglacez ensuite avec un peu de bouillon de légumes. Réduire le feu et cuire environ 1 à 2 minutes de plus. 
Dans la même poêle, ajouter l’oignon émincé et cuire jusqu’à ce qu’il soit translucide. Ajouter les épinards et les champignons et laisser cuire. Rectifier l’assaisonnement avec du sel et du poivre. Une fois les pâtes prêtes, égoutter les, puis mettre les pâtes cuites dans la poêle et mélangez. Ajouter le parmesan, le piment et remuer rapidement.",oui,non,moyen,P-G,non,non,non,20,avril,novembre,9870,60,g,36041,60,g,20059,100,g,20102,40,g,20034,30,g,11000,5,g,17270,10,ml,25947,5,g,11088,5,g,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
446,Féculents,108,Féculents,Pâtes au saumon et tomates cerises,"Cuire les pâtes dans de l’eau bouillante salée, selon les instructions sur l’emballage, jusqu’à ce qu’elles soient cuites. Préchauffez votre four à 200 °C.
Dans un plat allant au four, placez les tomates cerises, l’ail, le sel, le poivre et le piment. Versez l’huile d’olive sur le dessus et mélangez.
Placez le filet de saumon au milieu du plat allant au four, entouré de tomates cerises. Saupoudrer , d’aneth, du sel, du poivre, de l’huile d’olive et le piment.
Cuire le saumon et les tomates cerises au four préchauffé pendant 25 minutes, jusqu’à ce que les tomates cloquent et que le saumon soit bien cuit et se défasse facilement à la fourchette. (Le temps de cuisson peut varier en fonction de l’épaisseur de votre filet de saumon).
Sortez le plat de cuisson du four et déchiquetez le saumon cuit en morceaux. Verser les pâtes égouttées sur le saumon et les tomates. Saupoudrer de zeste de citron, d’aneth et mélanger le tout. 
Saupoudrez le saumon cuit au four et les pâtes avec plus d’aneth si vous le souhaitez et ajouter le jus de citron puis servez immédiatement.",non,oui,moyen,P-L-G,non,non,non,20,juin,septembre,9870,60,g,26036,150,g,20172,100,g,13009,20,g,11000,5,g,11093,5,g,17270,15,ml,11088,5,g,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
447,Féculents,109,Féculents,Pâtes au saumon,"Cuire les pâtes dans de l’eau bouillante salée, selon les instructions sur l’emballage, jusqu’à ce qu’elles soient cuites. Préchauffez votre four à 200 °C.
Dans un plat allant au four, placez les tomates pelées coupées en dés, l’ail, le sel, le poivre et le piment. Versez l’huile d’olive sur le dessus et mélangez.
Placez le filet de saumon au milieu du plat allant au four, entouré de tomates pelées. Saupoudrer , d’aneth, du sel, du poivre, de l’huile d’olive et le piment.
Cuire le saumon et les tomates au four préchauffé pendant 25 minutes, jusqu’à ce que les tomates cloquent et que le saumon soit bien cuit et se défasse facilement à la fourchette. (Le temps de cuisson peut varier en fonction de l’épaisseur de votre filet de saumon).
Sortez le plat de cuisson du four et déchiquetez le saumon cuit en morceaux. Verser les pâtes égouttées sur le saumon et les tomates. Saupoudrer de zeste de citron, d’aneth et mélanger le tout. 
Saupoudrez le saumon cuit au four et les pâtes avec plus d’aneth si vous le souhaitez et ajouter le jus de citron puis servez immédiatement.",non,oui,moyen,P-L-G,non,non,non,20,octobre,mai,9870,60,g,26036,150,g,20048,100,g,13009,20,g,11000,5,g,11093,5,g,17270,15,ml,11088,5,g,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
448,Féculents,110,Féculents,Pâtes à la ricota et citron,"Cuire les pâtes dans de l'eau salée suivant les instructions de l'emballage.
Dans une poêle, faire chauffer de l'huile d'olive et faire chauffer les feuilles d'épinard et une gousse d'ail écrasée. Une fois les épinards rechaufés cuits, rajouter la riccota, saler et poivrer.
Conserver un verre d'eau de cuisson des pâtes puis égoutter les pâtes cuites et rajouter les dans la poêle. Delier la sauce avec un peu d'ea de cuisson, rajouter le jus et le zeste d'un demi citron.
Server et saupoudrer de parmesan râpé.",non,non,moyen,P-L-G,non,non,non,20,décembre,mars,9870,60,g,20121,100,g,13009,100,g,11000,5,g,19585,20,g,12120,20,g,17270,15,ml,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
449,Féculents,111,Féculents,Pâtes à la ricota et citron et épinards frais,"Cuire les pâtes dans de l'eau salée suivant les instructions de l'emballage.
Dans une poêle, faire chauffer de l'huile d'olive et faire cuire les feuilles d'épinard et une gousse d'ail écrasée. Une fois les épinards rechaufés cuits, rajouter la riccota, saler et poivrer.
Conserver un verre d'eau de cuisson des pâtes puis égoutter les pâtes cuites et rajouter les dans la poêle. Delier la sauce avec un peu d'ea de cuisson, rajouter le jus et le zeste d'un demi citron.
Server et saupoudrer de parmesan râpé.",non,non,moyen,P-L-G,non,non,non,20,avril,novembre,9870,60,g,20059,100,g,13009,100,g,11000,5,g,19585,20,g,12120,20,g,17270,15,ml,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
450,Féculents,112,Féculents,Spaghetti thon olives,"Faire cuire les spaghetti dans une casserole d'eau salée suivant les indications de l'emballage.
Pendant ce temps, couper en petits dés les tomates pelées.
Dans une poêle, ajouter de l'huile d'olive, les olives dénoyautées, le thon et les tomates pelées. Emietter le thon, mélanger bien, ajouter les pâtes cuites, mélanger de nouveau. Server.",non,oui,moyen,P-L-G,non,non,non,15,janvier,décembre,9870,60,g,13186,40,g,26039,100,g,20048,50,g,17270,10,ml,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
451,Féculents,113,Féculents,Pâtes bolognaises,"Emincer l'oignon. Le faire suer dans l'huile. Ajouter ensuite l'ail écrasé, la viande hachée et laisser revenir 10 min.
Rajouter le concentré de tomate, mouiller avec un peu d'eau, couvrir et laisser mijoter 5 minutes.
En parallèle, cuire les pâtes dans l'eau bouillante salée selon les indications du paquet.
Les égoutter et les mélanger à la sauce dans la casserole.
Saupoudrer de parmesan et servir.",oui,non,moyen,P-G,non,non,non,60,janvier,décembre,9870,60,g,6260,100,g,12120,30,g,20260,30,ml,20034,40,g,11000,5,g,17270,10,ml,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
452,Féculents,114,Féculents,pâtes feta tomates et champigon,"Placer le cube de feta au centre d'un plat allant au four et placer les tomates pelées coupées en dés et les champignons coupées en dés autour. Mettre un filet d'huile d'olive par dessus, du sel et du poivre. Faire cuire au four pendant 20 min à 200 °c.
Pendant ce temps, faire cuire les penne suvant le instructions du paquet.
Sortir le plat du four quand la feta est fondante, écraser le tout, ajouter les pâtes dans le plat, mélanger bien et servir.",non,non,moyen,P-L-G,non,non,non,25,janvier,décembre,9870,60,g,20228,50,g,20048,100,g,12061,50,g,17270,15,ml,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
453,Féculents,115,Féculents,pâtes feta tomates et escaloppe de dinde,"Placer le cube de feta au centre d'un plat allant au four et placer les tomates pelées coupées en dés autour. Mettre un filet d'huile d'olive par dessus, du sel et du poivre. Faire cuire au four pendant 20 min à 200 °c.
Pendant ce temps, faire cuire les penne suvant le instructions du paquet et faire cuire l'escaloppe de dinde à la poêle.
Sortir le plat du four quand la feta est fondante, écraser le tout, ajouter les pâtes dans le plat, mélanger bien et servir à coté de l'escaloppe de dinde.",oui,non,moyen,P-L-G,non,non,non,25,janvier,décembre,9870,60,g,36304,100,g,20048,100,g,12061,50,g,17270,15,ml,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
454,Féculents,116,Féculents,"Boulgour, pois chiches et carotte.","Eplucher et laver les carottes. Les couper en rondelles et les faire cuire 20 minutes à la vapeur.
Dans une poêle, mettre l’oignon émincé  et une cuillère à soupe d'huile. Lorsque l’oignon est translucide, ajouter les carottes cuites . Faire revenir 5 minutes, saler, poivrer.
Rincer et égoutter les pois chiches. Réserver.
Préparer le  boulgour suivant les instructions du paquet.
Dans un plat, mettre le boulgour, les pois chiches, puis les oignons et carottes. Parsemer de coriandre ciselée.
Dans un petit bol, mélanger le 1/2 citron pressé avec l’huile d’olive et verser sur la preparation.",non,non,moyen,P-G,non,non,non,20,janvier,décembre,9870,60,g,6260,40,g,12120,80,g,20260,50,g,20009,20,ml,17270,15,ml,11094,5,g,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
455,Féculents,117,Féculents,Boulgour à la marocaine,"Peler et émincer finement l'oignon et la carotte. Faire cuire à la vapeur la carotte pendant 25min. 
Dans une grande casserole, faire chauffer l'huile d'olive puis faire revenir l'oignon avec les épices quelques minutes.
Ajouter le boulgour, bien mélanger puis ajouter deux fois et demi son volume en eau, ajouter également le cube de bouillon émietté.
Laisser cuire 10 minutes en remuant de temps en temps. Ajouter à la préparation les carottes, les pois-chiches, les raisins secs, le persil ou coriandre, du sel et poivre. Couvrir et poursuivre la cuisson environ 5 minutes. Le boulgour doit être bien cuit et avoir absorbé le liquide.
Servir chaud ou froid.",non,non,moyen,P-G,non,non,non,25,janvier,décembre,9690,60,g,20532,40,g,20034,40,g,20009,80,g,13046,30,g,25948,5,g,11025,1,g,11014,5,g,11094,5,g,17270,10,ml,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
456,Féculents,118,Féculents,Boulgour et poivron au curry,"Laver, sécher, couper en 2, épépiner et couper le poivron en lamelles, réserver ; peler et presser l'ail dans le presse-ail, réserver ; laver, sécher et ciseler la coriandre, réserver.
Dans une poêle, faire revenir les lamelles de poivron dans l'huile d'olive pendant 2-3 min puis baisser le feu et les cuire 10 min,  ,assaisonner de curry .Laisser cuire 1 min en mélangeant.
Cuire le boulgour en suivant les indications de l'emballage et assaisonner le de sel et de poivre
Une fois cuit, égoutter et server avec le poivron et parsemer de coriandre.",non,non,moyen,P-G,non,non,non,25,mai,septembre,9690,60,g,20087,100,g,17270,10,ml,11000,5,g,11005,5,g,11094,10,g,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
457,Féculents,119,Féculents,Boulgour façon risoto,"Peler et émincer finement l'oignon. Couper la carotte en petits cubes. Cuire pendant 25 min la carotte à la vapeur.
Reconstituer le cube de bouillon dans de l'eau bouillante.
Dans une grande casserole ajouter l'oignon et le faire revenir quelques minutes.
Ajouter ensuite le boulgour et paprika, poursuivre la cuisson une bonne minute en remuant sans arrêt.
Cuire ensuite façon risotto en ajoutant le bouillon louche par louche (ajouter la seconde louche dès que la première est absorbée et ainsi de suite).
En fin de cuisson ajouter la carotte, l'origan, du sel et poivre au goût.",non,non,moyen,P-G,non,non,non,25,janvier,décembre,9690,60,g,20034,40,g,20009,80,g,25947,5,g,11049,5,g,11035,5,g,11017,1,pincée,11015,1,pincée,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bon marché,facile,oui,<7g,non
